School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Memphis,34,24,10,0.706,13.02,7.14,12,6,15,2,5,5,2614,2397,1370,888,2029,0.438,180,585,0.308,441,681,0.648,421,1192,453,269,135,490,679,70.6,99.2,0.336,0.288,0.509,48.5,51.0,11.1,9.3,0.482,17.2,33.4,0.217,8.0,R32,EAST
Mercer,36,27,9,0.75,5.33,-3.42,14,4,17,1,9,7,2836,2410,1492,812,2024,0.401,236,780,0.303,550,787,0.699,399,1190,429,201,109,452,697,65.7,98.4,0.389,0.385,0.503,47.1,52.8,8.2,8.4,0.459,15.9,30.0,0.272,14.0,R32,MIDWEST
Miami (FL),33,17,16,0.515,7.6,5.63,7,11,8,8,6,6,2029,1964,1345,695,1713,0.406,221,623,0.355,353,534,0.661,340,1058,373,162,88,319,538,58.0,100.8,0.312,0.364,0.499,48.1,53.7,8.3,7.9,0.47,14.0,30.4,0.206,NA,NA,NA
Michigan State,38,29,9,0.763,19.35,9.38,12,6,12,4,7,3,2870,2491,1535,817,2058,0.397,252,760,0.332,605,829,0.73,375,1208,405,214,110,449,669,66.0,98.3,0.403,0.369,0.508,46.3,49.6,8.4,8.0,0.458,15.5,27.2,0.294,4.0,E8,EAST
Michigan,37,28,9,0.757,18.52,9.65,15,3,13,2,7,4,2736,2408,1490,905,2035,0.445,201,632,0.318,397,543,0.731,364,1154,437,181,100,398,626,62.5,103.4,0.267,0.311,0.525,49.9,48.3,7.8,8.4,0.494,14.8,30.1,0.195,2.0,E8,MIDWEST
Middle Tennessee,33,24,9,0.727,4.77,-0.78,13,3,14,2,8,5,2339,2067,1330,696,1694,0.411,170,527,0.323,505,748,0.675,330,1053,321,208,95,478,662,66.0,94.2,0.442,0.311,0.504,46.5,46.1,9.5,7.5,0.461,18.9,28.9,0.298,NA,NA,NA
Milwaukee,35,21,14,0.6,-1.53,-0.44,7,9,7,6,10,6,2465,2469,1415,869,1991,0.436,204,657,0.311,527,707,0.745,373,1241,415,240,132,445,736,67.9,102.8,0.355,0.33,0.531,51.2,47.8,10.0,11.6,0.488,16.1,30.8,0.265,15.0,R64,EAST
Minnesota,38,25,13,0.658,11.75,8.34,8,10,18,3,4,7,2715,2574,1545,867,2036,0.426,247,721,0.343,593,810,0.732,400,1259,484,227,159,472,722,64.5,103.3,0.398,0.354,0.532,49.5,55.8,9.1,12.4,0.486,16.3,31.1,0.291,NA,NA,NA
Mississippi State,33,14,19,0.424,-0.86,2.75,3,15,11,7,0,10,2234,2353,1330,847,1872,0.452,219,672,0.326,440,617,0.713,350,1163,435,213,114,461,654,68.4,103.4,0.33,0.359,0.543,51.7,51.4,9.4,8.9,0.511,17.6,31.5,0.235,NA,NA,NA
Mississippi,33,19,14,0.576,7.84,5.36,9,9,12,5,4,8,2482,2400,1335,794,1894,0.419,246,709,0.347,566,821,0.689,432,1292,479,178,138,462,651,69.4,103.6,0.433,0.374,0.525,51.6,60.3,7.7,11.1,0.484,16.8,35.6,0.299,NA,NA,NA
Missouri,35,23,12,0.657,10.06,6.86,9,9,16,3,3,7,2553,2441,1415,833,2011,0.414,256,772,0.332,519,759,0.684,403,1123,435,202,122,370,734,65.8,104.9,0.377,0.384,0.515,46.5,52.2,8.7,10.0,0.478,13.5,30.7,0.258,NA,NA,NA
Montana,30,17,13,0.567,-4.52,-5.23,12,8,11,3,6,9,2123,2070,1225,721,1517,0.475,163,452,0.361,465,687,0.677,317,971,311,137,84,356,613,61.4,110.0,0.453,0.298,0.561,54.4,43.1,7.3,9.5,0.529,16.2,34.6,0.307,NA,NA,NA
Morehead State,34,20,14,0.588,-1.88,-3.1,10,6,9,5,9,7,2603,2483,1385,809,1806,0.448,211,609,0.346,654,924,0.708,310,1038,449,237,169,518,798,70.8,101.3,0.512,0.337,0.553,44.2,55.5,9.7,13.0,0.506,18.7,27.2,0.362,NA,NA,NA
Mount St. Mary's,33,16,17,0.485,-6.32,-4.44,9,7,10,3,6,13,2504,2566,1330,960,1939,0.495,155,464,0.334,491,669,0.734,357,1207,435,190,90,439,602,70.0,110.2,0.345,0.239,0.569,53.4,45.3,8.2,8.3,0.535,16.3,33.0,0.253,16.0,R68,SOUTH
Murray State,34,23,11,0.676,0.98,-3.58,13,3,17,1,6,9,2647,2446,1370,896,2012,0.445,185,574,0.322,469,699,0.671,401,1160,414,206,107,400,700,68.4,104.4,0.347,0.285,0.522,48.5,46.2,8.8,8.7,0.491,14.6,32.4,0.233,NA,NA,NA
Nebraska,32,19,13,0.594,10.13,8.5,11,7,15,1,3,8,2137,2085,1280,696,1659,0.42,186,590,0.315,507,744,0.681,319,1121,354,168,101,397,602,65.4,99.7,0.448,0.356,0.518,51.4,50.9,8.0,9.0,0.476,16.5,29.0,0.306,11.0,R64,WEST
Nevada,32,15,17,0.469,1.98,3.48,10,8,7,8,8,6,2316,2364,1320,796,1814,0.439,223,666,0.335,549,734,0.748,353,1133,449,156,105,341,591,65.1,110.0,0.405,0.367,0.547,50.4,56.4,7.3,8.7,0.5,13.6,31.7,0.303,NA,NA,NA
New Mexico State,36,26,10,0.722,6.16,-2.58,12,4,14,1,8,7,2771,2415,1455,863,2153,0.401,162,492,0.329,527,720,0.732,457,1170,340,201,92,397,806,66.9,99.2,0.334,0.229,0.484,46.5,39.4,8.3,6.6,0.438,13.7,33.2,0.245,13.0,R64,WEST
New Mexico,34,27,7,0.794,12.72,4.84,15,3,13,2,8,2,2516,2248,1380,776,1995,0.389,243,699,0.348,453,625,0.725,368,1115,388,193,99,338,703,65.6,99.4,0.313,0.35,0.49,46.2,50.0,8.5,7.9,0.45,12.9,28.2,0.227,7.0,R64,SOUTH
New Orleans,26,11,15,0.423,-15.03,-5.53,8,10,6,6,5,9,1858,1987,1040,698,1500,0.465,155,442,0.351,436,628,0.694,289,906,399,230,115,390,581,72.6,105.3,0.419,0.295,0.552,48.3,57.2,12.2,11.1,0.517,17.8,31.5,0.291,NA,NA,NA
Norfolk State,34,19,15,0.559,-7.82,-7.17,11,5,7,4,7,8,2428,2398,1370,788,1845,0.427,247,707,0.349,575,809,0.711,382,1082,414,202,120,423,620,66.0,106.1,0.438,0.383,0.538,47.5,52.5,8.9,9.0,0.494,15.9,33.0,0.312,NA,NA,NA
UNC Asheville,32,17,15,0.531,-6.81,-5.5,10,6,11,2,5,10,2486,2424,1290,838,1918,0.437,215,612,0.351,533,773,0.69,404,1105,442,223,126,384,641,70.2,107.1,0.403,0.319,0.53,47.9,52.7,9.9,10.2,0.493,14.4,33.1,0.278,NA,NA,NA
North Carolina Central,34,28,6,0.824,3.97,-8.03,16,1,14,0,11,5,2513,2023,1380,658,1726,0.381,186,618,0.301,521,753,0.692,382,1080,328,187,143,534,672,64.7,90.6,0.436,0.358,0.485,47.4,49.8,8.4,11.1,0.435,20.4,32.5,0.302,14.0,R64,EAST
UNC Greensboro,32,14,18,0.438,-12.33,-6.12,7,9,9,7,4,8,2267,2373,1290,798,1822,0.438,206,612,0.337,571,812,0.703,319,1122,380,204,96,381,586,70.6,104.3,0.446,0.336,0.537,48.9,47.6,9.0,7.1,0.495,14.7,27.6,0.313,NA,NA,NA
NC State,36,22,14,0.611,9.02,7.44,9,9,13,6,6,6,2561,2504,1460,851,1997,0.426,196,611,0.321,606,851,0.712,453,1266,406,205,124,414,703,64.9,105.7,0.426,0.306,0.521,50.5,47.7,8.7,8.1,0.475,14.7,35.7,0.303,12.0,R64,MIDWEST
UNC Wilmington,32,9,23,0.281,-8.75,-0.78,3,13,6,8,3,14,2018,2221,1300,771,1774,0.435,209,619,0.338,470,719,0.654,374,1204,373,222,127,362,537,64.8,105.5,0.405,0.349,0.525,51.2,48.4,10.5,9.5,0.494,14.6,33.0,0.265,NA,NA,NA
North Carolina,34,24,10,0.706,15.24,8.42,13,5,15,3,6,5,2604,2372,1370,810,1949,0.416,211,665,0.317,541,807,0.67,395,1179,374,202,136,462,717,70.0,98.9,0.414,0.341,0.509,46.6,46.2,8.4,8.4,0.47,16.5,31.3,0.278,6.0,R32,EAST
North Dakota State,33,26,7,0.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,1325,722,1709,0.422,222,599,0.371,498,664,0.75,290,950,368,168,63,381,599,63.9,102.2,0.389,0.35,0.534,46.8,51.0,7.9,4.9,0.487,15.8,27.3,0.291,12.0,R32,WEST
North Dakota,34,17,17,0.5,-6.84,-3.78,12,8,11,3,4,11,2526,2537,1359,870,1776,0.49,170,472,0.36,627,847,0.74,328,1152,395,177,108,499,672,68.8,108.5,0.477,0.266,0.582,51.8,45.4,7.6,8.1,0.538,18.6,32.1,0.353,NA,NA,NA
North Florida,32,16,16,0.5,-7.52,-3.32,10,8,9,5,7,11,2318,2377,1285,851,1861,0.457,182,511,0.356,493,745,0.662,347,1091,374,262,121,350,634,69.2,106.9,0.4,0.275,0.537,48.0,43.9,11.8,10.5,0.506,13.6,30.3,0.265,NA,NA,NA
North Texas,32,16,16,0.5,-4.67,-1.53,6,10,9,7,6,6,2228,2313,1295,794,1843,0.431,197,564,0.349,528,784,0.673,355,1203,355,186,125,397,610,69.7,102.5,0.425,0.306,0.522,50.4,44.7,8.2,9.1,0.484,15.2,30.2,0.286,NA,NA,NA
Northeastern,32,11,21,0.344,-3.11,-0.3,7,9,4,8,4,9,2109,2199,1295,798,1767,0.452,200,539,0.371,403,590,0.683,319,1062,376,214,149,358,637,64.8,104.9,0.334,0.305,0.537,48.7,47.1,10.2,12.3,0.508,14.9,29.7,0.228,NA,NA,NA
Northern Iowa,31,16,15,0.516,5.29,2.85,10,8,11,2,3,10,2256,2149,1250,741,1675,0.442,219,607,0.361,448,625,0.717,284,1047,344,183,88,352,602,65.6,104.9,0.373,0.362,0.545,50.6,46.4,8.9,9.2,0.508,15.1,27.5,0.267,NA,NA,NA
Northern Kentucky,30,9,21,0.3,-10.53,-4.97,5,13,7,7,2,12,2044,2211,1215,737,1569,0.47,200,530,0.377,537,766,0.701,310,1031,343,171,119,329,494,64.3,113.2,0.488,0.338,0.572,52.3,46.5,8.8,12.3,0.533,14.5,32.2,0.342,NA,NA,NA
Northwestern,33,14,19,0.424,4.72,8.57,6,12,8,9,5,7,1964,2091,1330,735,1787,0.411,171,542,0.315,450,680,0.662,364,1224,410,202,135,342,601,62.6,100.5,0.381,0.303,0.495,53.3,55.8,9.7,13.9,0.459,13.9,30.6,0.252,NA,NA,NA
Notre Dame,32,15,17,0.469,8.19,6.78,6,12,13,6,1,9,2303,2258,1305,802,1780,0.451,225,584,0.385,429,571,0.751,318,1044,457,190,114,351,509,64.0,108.1,0.321,0.328,0.55,49.1,57.0,9.1,9.5,0.514,14.6,30.1,0.241,NA,NA,NA
Ohio State,35,25,10,0.714,17.84,8.12,10,8,17,3,5,5,2432,2092,1410,761,1873,0.406,173,591,0.293,397,558,0.711,354,1177,333,144,105,502,676,65.1,91.2,0.298,0.316,0.489,49.8,43.8,6.3,8.3,0.452,19.0,29.6,0.212,6.0,R64,SOUTH
Ohio,37,25,12,0.676,2.7,-1.17,11,7,14,7,10,4,2647,2480,1465,822,1990,0.413,194,616,0.315,585,826,0.708,402,1252,409,242,93,445,632,67.2,100.7,0.415,0.31,0.52,50.0,49.8,9.8,7.4,0.462,15.7,30.9,0.294,NA,NA,NA
Oklahoma State,34,21,13,0.618,19.02,8.34,8,10,13,3,3,7,2728,2365,1391,801,1957,0.409,211,645,0.327,552,803,0.687,409,1262,373,208,123,484,736,69.5,97.8,0.41,0.33,0.506,51.2,46.6,8.6,9.6,0.463,17.1,32.0,0.282,9.0,R64,WEST
Oklahoma,33,23,10,0.697,14.91,8.97,12,6,14,3,5,4,2704,2508,1335,864,1976,0.437,236,690,0.342,544,761,0.715,369,1198,412,195,112,426,689,71.7,104.8,0.385,0.349,0.536,49.1,47.7,8.1,8.7,0.497,15.4,30.4,0.275,5.0,R64,WEST
Old Dominion,36,18,18,0.5,-1.12,-0.81,9,7,12,6,5,9,2311,2322,1450,777,1848,0.42,214,597,0.358,554,825,0.672,374,1208,378,227,143,458,686,64.2,99.8,0.446,0.323,0.518,48.5,48.6,9.8,10.6,0.478,17.0,30.5,0.3,NA,NA,NA
Oral Roberts,33,17,16,0.515,-2.94,-4.43,10,8,9,4,5,11,2357,2287,1330,783,1809,0.433,186,514,0.362,535,768,0.697,349,1074,374,189,104,356,633,65.5,105.1,0.425,0.284,0.526,47.9,47.8,8.7,7.7,0.484,14.1,30.3,0.296,NA,NA,NA
Oregon State,32,16,16,0.5,6.03,5.87,8,10,12,5,3,9,2425,2420,1295,857,1908,0.449,216,587,0.368,490,703,0.697,373,1066,475,204,107,336,690,68.3,109.5,0.368,0.308,0.54,49.3,55.4,9.2,8.6,0.506,13.0,32.2,0.257,NA,NA,NA
Oregon,34,24,10,0.706,15.75,8.05,10,8,15,3,5,5,2783,2521,1385,838,1907,0.439,198,611,0.324,647,912,0.709,377,1125,422,166,125,458,697,69.9,104.1,0.478,0.32,0.539,49.3,50.4,6.9,9.5,0.491,16.4,31.9,0.339,7.0,R32,WEST
Pennsylvania,28,8,20,0.286,-6.59,-0.01,5,9,6,8,2,12,1911,2095,1125,668,1581,0.423,210,548,0.383,549,782,0.702,353,1022,371,209,113,359,520,70.1,106.3,0.495,0.347,0.537,52.1,55.5,10.6,10.5,0.489,15.5,34.5,0.347,NA,NA,NA
Pittsburgh,36,26,10,0.722,17.46,7.54,11,7,13,5,7,2,2586,2229,1466,771,1872,0.412,205,628,0.326,482,682,0.707,352,1079,406,171,144,440,673,62.4,97.4,0.364,0.335,0.508,45.5,52.7,7.5,10.1,0.467,16.7,29.1,0.257,9.0,R32,SOUTH
Prairie View,34,11,23,0.324,-16.72,-7.99,6,12,6,6,2,16,2362,2623,1405,883,1905,0.464,207,597,0.347,650,956,0.68,438,1322,474,232,140,469,662,68.3,109.2,0.502,0.313,0.556,53.2,53.7,9.7,10.8,0.518,16.6,36.5,0.341,NA,NA,NA
Princeton,30,21,9,0.7,3.01,-2.4,8,6,11,2,9,6,2118,1931,1220,679,1584,0.429,150,462,0.325,423,577,0.733,249,980,313,183,92,369,551,64.6,98.1,0.364,0.292,0.52,49.9,46.1,9.3,11.2,0.476,16.6,25.4,0.267,NA,NA,NA
Providence,35,23,12,0.657,11.37,7.85,10,8,13,3,5,6,2566,2443,1450,893,2017,0.443,188,574,0.328,469,681,0.689,374,1163,422,200,113,383,689,64.9,103.9,0.338,0.285,0.522,47.6,47.3,8.5,8.3,0.489,14.1,30.7,0.233,11.0,R64,EAST
Purdue,32,15,17,0.469,8.21,7.62,5,13,12,5,2,8,2312,2293,1310,771,1842,0.419,203,623,0.326,548,772,0.71,357,1143,409,216,171,371,632,67.9,103.2,0.419,0.338,0.519,47.6,53.0,9.7,12.3,0.474,14.4,30.6,0.298,NA,NA,NA
Radford,35,22,13,0.629,-7.9,-8.31,10,6,10,4,9,8,2729,2600,1405,925,1992,0.464,218,575,0.379,532,760,0.7,377,1188,415,191,103,443,666,68.7,107.7,0.382,0.289,0.552,49.5,44.9,7.9,7.2,0.519,15.8,31.6,0.267,NA,NA,NA
Rhode Island,32,14,18,0.438,2.87,3.26,5,12,10,6,3,11,2169,2178,1285,762,1775,0.429,143,499,0.287,511,762,0.671,351,1085,336,230,137,374,648,67.4,100.6,0.429,0.281,0.51,48.5,44.1,10.6,11.1,0.47,14.9,30.5,0.288,NA,NA,NA
Robert Morris,36,22,14,0.611,-3.52,-3.79,14,2,12,3,10,11,2593,2583,1445,895,1978,0.452,259,772,0.335,534,759,0.704,380,1240,522,193,147,462,631,66.9,106.9,0.384,0.39,0.552,50.7,58.3,8.0,11.1,0.518,16.5,31.6,0.27,NA,NA,NA
Rutgers,33,12,21,0.364,-0.29,5.8,5,13,10,10,1,10,2347,2515,1320,835,1868,0.447,238,642,0.371,607,834,0.728,373,1190,455,218,117,400,661,69.4,109.9,0.446,0.344,0.555,50.4,54.5,9.5,8.7,0.511,15.0,32.6,0.325,NA,NA,NA
Saint Joseph's,34,24,10,0.706,9.05,5.08,11,5,11,4,8,4,2433,2298,1365,825,1966,0.42,231,676,0.342,417,602,0.693,343,1123,459,224,81,344,649,66.0,102.1,0.306,0.344,0.51,48.0,55.6,10.0,7.2,0.478,13.3,27.6,0.212,10.0,R64,EAST
Saint Louis,34,27,7,0.794,11.63,4.24,13,3,14,3,11,1,2374,2105,1375,755,1875,0.403,139,481,0.289,456,665,0.686,354,1182,354,244,152,485,655,67.4,90.8,0.355,0.257,0.48,49.0,46.9,10.5,12.0,0.44,18.1,28.5,0.243,5.0,R32,MIDWEST
Saint Mary's (CA),35,23,12,0.657,9.35,4.29,11,7,16,3,6,6,2502,2292,1406,805,1797,0.448,161,477,0.338,521,732,0.712,328,1046,373,207,120,410,708,63.5,102.7,0.407,0.265,0.534,46.8,46.3,9.3,10.2,0.493,16.0,29.6,0.29,NA,NA,NA
San Diego State,36,31,5,0.861,14.95,4.86,16,2,15,1,9,2,2530,2052,1450,734,1904,0.386,174,604,0.288,410,607,0.675,370,1180,357,154,151,490,705,63.9,88.6,0.319,0.317,0.468,46.4,48.6,6.6,10.1,0.431,18.3,29.3,0.215,4.0,S16,WEST
Seton Hall,34,17,17,0.5,7.53,5.56,6,12,10,8,4,7,2442,2375,1385,811,1828,0.444,212,607,0.349,541,761,0.711,322,1123,411,190,133,417,664,66.1,103.8,0.416,0.332,0.542,50.4,50.7,8.3,12.2,0.502,16.0,28.3,0.296,NA,NA,NA
South Carolina,34,14,20,0.412,5.41,6.96,5,13,9,7,1,11,2323,2376,1360,753,1728,0.436,195,599,0.326,675,985,0.685,376,1097,421,255,165,454,718,66.8,104.5,0.57,0.347,0.541,47.7,55.9,11.2,12.3,0.492,17.1,33.9,0.391,NA,NA,NA
South Dakota State,32,19,13,0.594,-0.17,-1.93,10,4,10,3,7,8,2315,2198,1280,773,1736,0.445,200,560,0.357,452,631,0.716,239,962,376,216,90,353,666,67.0,102.5,0.363,0.323,0.54,45.8,48.6,10.1,8.1,0.503,14.8,22.5,0.26,NA,NA,NA
Southern California,32,11,21,0.344,2.6,8.02,2,16,8,8,2,10,2258,2410,1295,843,1962,0.43,218,674,0.323,506,740,0.684,394,1182,473,237,133,359,600,70.4,105.7,0.377,0.344,0.521,49.9,56.1,10.4,10.1,0.485,13.4,32.2,0.258,NA,NA,NA
Southern Methodist,37,27,10,0.73,13.73,4.97,12,6,18,1,6,6,2627,2303,1480,762,1977,0.385,248,773,0.321,531,765,0.694,409,1157,434,287,139,518,739,66.0,94.3,0.387,0.391,0.492,46.5,57.0,11.8,9.4,0.448,18.1,30.5,0.269,NA,NA,NA
Southern,32,19,13,0.594,-4.22,-7.95,15,3,10,4,9,8,2278,2006,1290,634,1700,0.373,160,539,0.297,578,885,0.653,355,1116,268,200,107,419,615,68.1,91.3,0.521,0.317,0.473,47.4,42.3,9.1,8.4,0.42,16.5,29.3,0.34,NA,NA,NA
St. Bonaventure,33,18,15,0.545,5.92,2.64,6,10,10,4,4,9,2421,2313,1320,778,1741,0.447,208,586,0.355,549,783,0.701,347,1075,404,198,116,485,684,68.2,102.7,0.45,0.337,0.547,48.0,51.9,8.8,8.3,0.507,18.7,31.7,0.315,NA,NA,NA
St. John's (NY),33,20,13,0.606,11.68,6.56,10,8,14,5,4,5,2403,2234,1345,761,1861,0.409,210,608,0.345,502,709,0.708,375,1200,391,176,102,434,652,67.3,98.7,0.381,0.327,0.508,49.7,51.4,7.8,6.9,0.465,16.5,30.8,0.27,NA,NA,NA
Stanford,36,23,13,0.639,13.42,9.0,10,8,12,4,6,5,2616,2457,1445,844,2006,0.421,237,680,0.349,532,743,0.716,355,1193,479,196,89,413,746,67.1,101.4,0.37,0.339,0.521,48.7,56.8,8.1,6.5,0.48,14.9,28.1,0.265,10.0,S16,SOUTH
Stephen F. Austin,35,32,3,0.914,4.82,-6.76,18,0,15,0,14,2,2661,2219,1410,746,1643,0.454,148,431,0.343,579,840,0.689,293,1018,361,180,122,555,710,65.5,96.1,0.511,0.262,0.543,46.2,48.4,7.8,9.6,0.499,21.4,28.5,0.352,12.0,R32,SOUTH
Stony Brook,34,23,11,0.676,-1.71,-6.47,13,3,12,3,8,6,2426,2253,1367,744,1796,0.414,240,726,0.331,525,740,0.709,313,1059,415,233,119,428,660,66.4,99.3,0.412,0.404,0.525,45.8,55.8,10.3,8.6,0.481,16.6,26.8,0.292,NA,NA,NA
Syracuse,34,28,6,0.824,16.05,7.25,14,4,16,2,8,2,2311,2012,1370,685,1669,0.41,233,676,0.345,409,612,0.668,346,1072,438,146,104,455,601,60.5,97.2,0.367,0.405,0.513,47.2,63.9,7.0,7.6,0.48,18.8,31.5,0.245,3.0,R32,SOUTH
Temple,31,9,22,0.29,2.69,6.88,4,14,4,9,2,9,2291,2421,1265,879,1855,0.474,193,539,0.358,470,690,0.681,369,1171,450,180,154,343,547,68.4,111.9,0.372,0.291,0.555,51.5,51.2,8.3,11.5,0.526,13.6,33.9,0.253,NA,NA,NA
Tennessee,37,24,13,0.649,17.34,7.84,11,7,14,3,4,7,2672,2283,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730,62.8,97.6,0.317,0.279,0.498,43.8,45.7,8.3,9.5,0.462,14.8,27.6,0.224,11.0,S16,MIDWEST
Texas A&M,34,18,16,0.529,5.5,3.62,8,10,17,3,1,9,2199,2135,1385,724,1810,0.4,191,664,0.288,496,720,0.689,386,1242,410,207,140,450,607,64.0,96.3,0.398,0.367,0.496,52.0,56.6,9.3,11.7,0.453,17.3,32.0,0.274,NA,NA,NA
TCU,31,9,22,0.29,-1.33,7.9,0,18,5,10,3,9,1973,2247,1240,798,1795,0.445,205,597,0.343,446,630,0.708,415,1218,494,174,109,387,621,66.6,108.8,0.351,0.333,0.536,56.8,61.9,8.4,9.3,0.502,15.6,38.3,0.248,NA,NA,NA
Texas Southern,34,19,15,0.559,-8.41,-10.07,12,6,9,2,6,11,2584,2512,1380,936,2075,0.451,222,616,0.36,418,607,0.689,386,1141,478,222,131,374,736,68.2,106.8,0.293,0.297,0.531,47.8,51.1,9.4,10.5,0.505,13.7,31.0,0.201,16.0,R68,MIDWEST
Texas Tech,32,14,18,0.438,8.61,8.61,6,12,11,6,2,10,2190,2190,1285,732,1675,0.437,206,624,0.33,520,704,0.739,332,957,356,193,114,365,574,63.5,107.2,0.42,0.373,0.545,47.6,48.6,9.5,9.0,0.499,15.4,32.9,0.31,NA,NA,NA
Texas,35,24,11,0.686,12.67,9.15,11,7,16,2,4,6,2598,2475,1405,819,2039,0.402,259,735,0.352,578,835,0.692,399,1203,445,221,123,395,713,69.1,101.9,0.41,0.36,0.508,45.4,54.3,9.1,7.9,0.465,14.0,30.2,0.283,7.0,R32,MIDWEST
Troy,31,11,20,0.355,-6.17,-2.9,6,12,8,6,3,11,2121,2171,1259,796,1791,0.444,192,596,0.322,387,552,0.701,349,1099,432,178,96,372,643,65.7,105.0,0.308,0.333,0.529,49.9,54.3,8.6,9.2,0.498,15.3,32.0,0.216,NA,NA,NA
Tulsa,34,21,13,0.618,6.23,1.17,13,3,11,3,6,7,2471,2299,1370,741,1830,0.405,218,620,0.352,599,869,0.689,363,1214,372,200,109,477,726,68.7,97.7,0.475,0.339,0.513,49.7,50.2,8.5,8.4,0.464,17.5,29.6,0.327,13.0,R64,SOUTH
UCLA,37,28,9,0.757,18.4,7.62,12,6,16,2,5,5,3003,2604,1490,898,2103,0.427,301,874,0.344,507,750,0.676,377,1245,509,194,99,529,680,70.0,99.8,0.357,0.416,0.529,48.8,56.7,7.4,6.2,0.499,17.7,28.6,0.241,4.0,S16,SOUTH
Utah State,32,18,14,0.563,4.77,3.09,7,11,13,5,4,7,2215,2132,1290,756,1788,0.423,188,601,0.313,432,601,0.719,292,979,400,172,130,251,545,62.8,105.3,0.336,0.336,0.514,45.6,52.9,8.5,10.9,0.475,10.8,26.3,0.242,NA,NA,NA
Utah,33,21,12,0.636,12.66,6.21,9,9,18,2,2,9,2479,2122,1335,757,1841,0.411,179,582,0.308,429,635,0.676,329,1041,340,201,105,416,643,66.7,95.3,0.345,0.316,0.495,47.3,44.9,9.0,8.8,0.46,16.3,27.6,0.233,NA,NA,NA
Valparaiso,34,18,16,0.529,0.21,-0.24,9,7,12,6,5,9,2439,2283,1375,755,1910,0.395,206,624,0.33,567,804,0.705,388,1078,433,240,127,371,667,66.3,100.2,0.421,0.327,0.498,46.9,57.4,10.5,11.4,0.449,13.9,30.5,0.297,NA,NA,NA
Vanderbilt,31,15,16,0.484,5.52,6.49,7,11,10,6,3,8,2002,2032,1250,722,1777,0.406,181,595,0.304,407,628,0.648,405,1119,347,217,113,331,555,64.3,101.1,0.353,0.335,0.49,51.1,48.1,10.8,11.3,0.457,13.8,34.6,0.229,NA,NA,NA
Vermont,33,22,11,0.667,4.52,-4.57,15,1,10,2,9,8,2334,2000,1325,665,1684,0.395,182,557,0.327,488,674,0.724,306,979,316,186,114,430,693,64.1,94.3,0.4,0.331,0.499,46.4,47.5,8.8,9.6,0.449,17.7,27.6,0.29,NA,NA,NA
Villanova,34,29,5,0.853,18.97,7.5,16,2,15,1,10,2,2651,2261,1385,763,1886,0.405,220,623,0.353,515,728,0.707,355,1137,413,193,78,468,692,67.6,96.6,0.386,0.33,0.507,47.4,54.1,8.2,7.4,0.463,17.3,28.7,0.273,2.0,R32,EAST
Virginia Commonwealth,35,26,9,0.743,14.55,4.78,12,4,15,0,6,5,2624,2282,1420,808,1869,0.432,170,561,0.303,496,742,0.668,369,1285,392,207,145,638,675,70.4,91.3,0.397,0.3,0.514,49.4,48.5,8.3,10.0,0.478,22.3,30.6,0.265,5.0,R64,SOUTH
Virginia Tech,31,9,22,0.29,1.9,5.99,2,16,8,10,1,8,1950,2077,1255,721,1787,0.403,236,723,0.326,399,599,0.666,335,1059,402,191,115,260,548,63.6,104.2,0.335,0.405,0.501,48.2,55.8,9.6,11.0,0.47,11.2,29.5,0.223,NA,NA,NA
Virginia,37,30,7,0.811,18.38,7.86,16,2,15,2,7,4,2449,2060,1486,727,1875,0.388,203,629,0.323,403,609,0.662,321,1085,373,191,126,413,676,60.6,91.6,0.325,0.335,0.476,45.3,51.3,8.5,9.5,0.442,16.0,25.6,0.215,1.0,S16,EAST
Wake Forest,33,17,16,0.515,5.49,6.73,6,12,14,4,1,9,2300,2341,1324,819,1919,0.427,187,595,0.314,516,748,0.69,411,1185,420,221,120,374,690,67.5,104.8,0.39,0.31,0.515,50.9,51.3,9.9,9.7,0.476,14.1,33.7,0.269,NA,NA,NA
Washington,32,17,15,0.531,6.26,6.45,9,9,14,4,3,8,2384,2390,1290,858,1808,0.475,156,490,0.318,518,749,0.692,309,1056,386,175,130,360,595,68.6,108.0,0.414,0.271,0.552,48.9,45.0,7.9,9.9,0.518,14.3,29.2,0.287,NA,NA,NA
Weber State,31,19,12,0.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,1260,753,1763,0.427,134,403,0.333,421,599,0.703,311,963,355,162,63,291,623,64.3,101.8,0.34,0.229,0.503,47.5,47.1,8.0,6.5,0.465,12.4,28.0,0.239,16.0,R64,WEST
West Virginia,33,17,16,0.515,11.78,8.02,9,9,11,5,3,9,2546,2422,1330,837,1873,0.447,220,638,0.345,528,780,0.677,377,1196,436,154,134,421,670,68.5,106.3,0.416,0.341,0.54,50.4,52.1,6.8,10.3,0.506,15.8,32.5,0.282,NA,NA,NA
