School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Michigan State,35,30,5,0.857,22.41,7.1,16,2,16,1,8,1,2807,2271,1405,774,2108,0.367,252,748,0.337,471,647,0.728,369,1058,419,207,88,349,698,68.1,94.9,0.307,0.355,0.47,42.4,54.1,8.7,6.9,0.427,12.6,26.3,0.223,3.0,R32
Michigan,41,33,8,0.805,19.03,9.41,13,5,15,1,6,5,3019,2596,1655,948,2227,0.426,222,676,0.328,478,663,0.721,341,1353,412,172,129,530,729,65.7,95.4,0.298,0.304,0.511,49.7,43.5,6.3,9.7,0.476,17.3,25.0,0.215,3.0,2ND
Middle Tennessee,33,25,8,0.758,10.29,2.83,16,2,12,2,12,2,2479,2188,1330,738,1713,0.431,202,643,0.314,510,714,0.714,240,1003,385,184,88,438,566,67.8,97.0,0.417,0.375,0.533,45.9,52.2,8.2,7.0,0.49,17.6,22.3,0.298,NA,NA
Milwaukee,33,16,17,0.485,-4.15,-4.25,8,10,9,7,6,9,2259,2260,1330,811,1865,0.435,263,698,0.377,375,504,0.744,264,1108,408,192,134,406,547,67.5,100.7,0.27,0.374,0.537,49.2,50.3,8.6,11.5,0.505,16.2,23.6,0.201,NA,NA
Minnesota,32,15,17,0.469,7.0,6.91,4,14,11,6,2,9,2405,2402,1295,876,2000,0.438,268,714,0.375,382,542,0.705,355,1223,502,177,152,364,594,70.2,105.6,0.271,0.357,0.532,50.0,57.3,7.8,11.3,0.505,13.9,29.5,0.191,NA,NA
Mississippi State,37,25,12,0.676,11.71,6.82,9,9,19,2,4,8,2716,2507,1490,902,2160,0.418,274,825,0.332,429,626,0.685,410,1264,446,201,116,498,610,68.4,98.4,0.29,0.382,0.51,48.6,49.4,7.9,8.6,0.481,16.9,30.4,0.199,NA,NA
Mississippi,32,12,20,0.375,6.85,9.16,5,13,10,8,1,10,2426,2500,1300,852,1933,0.441,288,761,0.378,508,713,0.712,361,1230,531,180,116,397,612,70.7,108.7,0.369,0.394,0.55,50.3,62.3,7.8,9.6,0.515,14.9,30.6,0.263,NA,NA
Missouri,33,20,13,0.606,13.81,9.19,10,8,13,3,5,6,2399,2246,1330,795,1949,0.408,231,706,0.327,425,586,0.725,343,1079,376,217,117,365,649,67.3,100.3,0.301,0.362,0.504,46.8,47.3,9.7,12.1,0.467,14.1,27.8,0.218,8.0,R64
Montana,34,26,8,0.765,6.29,-2.24,16,2,14,0,8,6,2625,2329,1380,784,1825,0.43,209,584,0.358,552,764,0.723,295,1102,343,168,129,522,674,69.9,96.5,0.419,0.32,0.532,46.7,43.8,7.0,8.8,0.487,19.3,25.6,0.302,14.0,R64
Morehead State,29,8,21,0.276,-10.65,-1.91,4,14,7,6,1,15,2043,2204,1165,765,1634,0.468,233,661,0.352,441,635,0.694,282,983,461,196,103,407,564,70.6,107.1,0.389,0.405,0.569,48.6,60.3,9.5,10.1,0.539,17.4,28.7,0.27,NA,NA
Mount St. Mary's,32,18,14,0.563,-8.13,-8.03,12,6,12,3,6,11,2331,2301,1295,842,1870,0.45,243,700,0.347,374,509,0.735,375,1204,434,187,77,438,533,67.1,106.0,0.272,0.374,0.545,56.7,51.5,8.6,8.3,0.515,17.2,34.8,0.2,NA,NA
Murray State,32,26,6,0.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,1280,761,1841,0.413,199,649,0.307,396,547,0.724,314,1005,322,173,105,402,579,68.1,97.1,0.297,0.353,0.504,45.9,42.3,7.9,9.7,0.467,16.1,27.1,0.215,12.0,R64
Nebraska,33,22,11,0.667,10.99,7.33,13,5,16,1,4,8,2386,2265,1325,856,2025,0.423,192,597,0.322,361,537,0.672,430,1257,411,168,120,412,627,68.1,100.4,0.265,0.295,0.497,51.3,48.0,7.4,9.7,0.47,15.3,34.0,0.178,NA,NA
Nevada,37,29,8,0.784,14.44,4.93,15,3,14,1,11,3,3055,2703,1500,974,2248,0.433,275,868,0.317,480,677,0.709,393,1347,480,165,105,474,710,70.5,102.2,0.301,0.386,0.526,50.6,49.3,6.2,7.9,0.494,15.6,28.7,0.214,7.0,S16
New Mexico State,34,28,6,0.824,9.06,-1.1,12,2,14,1,8,3,2572,2183,1365,763,1919,0.398,222,715,0.31,435,612,0.711,282,1103,320,166,82,463,603,70.1,91.3,0.319,0.373,0.494,44.0,41.9,6.9,6.2,0.455,17.3,22.4,0.227,12.0,R64
New Mexico,34,19,15,0.559,5.81,3.3,12,6,13,4,4,8,2795,2641,1365,931,1925,0.484,228,603,0.378,551,766,0.719,334,1217,461,201,113,562,683,73.6,105.1,0.398,0.313,0.577,53.1,49.5,8.0,10.4,0.543,19.7,30.6,0.286,NA,NA
New Orleans,33,16,17,0.485,-9.01,-5.78,11,7,10,3,5,13,2297,2322,1325,822,1780,0.462,226,609,0.371,452,645,0.701,321,1074,458,242,115,507,659,68.7,102.0,0.362,0.342,0.556,48.8,55.7,10.6,8.5,0.525,19.5,29.9,0.254,NA,NA
Norfolk State,33,14,19,0.424,-12.99,-10.19,11,5,8,6,5,11,2399,2417,1325,781,1870,0.418,296,829,0.357,559,789,0.708,344,1177,476,180,113,495,595,72.3,101.0,0.422,0.443,0.538,48.1,60.9,7.5,8.8,0.497,18.1,28.6,0.299,NA,NA
UNC Asheville,34,21,13,0.618,-3.92,-3.58,13,5,14,2,7,10,2557,2499,1385,884,1963,0.45,260,759,0.343,471,665,0.708,311,1120,471,216,97,446,575,69.5,103.8,0.339,0.387,0.548,49.3,53.3,9.0,8.0,0.517,16.4,26.3,0.24,NA,NA
North Carolina Central,35,19,16,0.543,-13.18,-12.31,9,7,12,2,3,13,2520,2425,1405,846,2030,0.417,259,786,0.33,474,663,0.715,359,1168,462,181,105,423,546,68.8,100.4,0.327,0.387,0.517,46.6,54.6,7.5,7.4,0.481,15.3,28.0,0.233,16.0,R68
UNC Greensboro,35,27,8,0.771,4.54,-3.87,15,3,16,1,8,6,2562,2189,1430,729,1794,0.406,229,727,0.315,502,692,0.725,264,1070,348,245,79,528,579,66.9,91.5,0.386,0.405,0.516,45.0,47.7,10.2,6.9,0.47,19.9,22.9,0.28,13.0,R64
NC State,33,21,12,0.636,12.91,6.7,11,7,16,3,4,5,2682,2477,1325,908,1952,0.465,199,629,0.316,462,657,0.703,363,1164,457,205,131,487,599,72.1,103.7,0.337,0.322,0.547,49.7,50.3,8.6,9.7,0.516,17.7,31.9,0.237,9.0,R64
UNC Wilmington,32,11,21,0.344,-7.52,-1.15,7,11,8,5,2,11,2542,2668,1305,940,1970,0.477,298,770,0.387,490,707,0.693,285,1151,447,182,93,374,614,73.4,111.5,0.359,0.391,0.579,46.8,47.6,7.6,6.6,0.553,14.0,24.8,0.249,NA,NA
North Carolina,37,26,11,0.703,20.07,11.78,11,7,12,3,6,5,3018,2711,1485,972,2297,0.423,357,940,0.38,410,597,0.687,362,1216,541,228,176,433,657,71.7,101.8,0.26,0.409,0.525,43.6,55.7,8.6,11.2,0.501,14.4,25.5,0.178,2.0,R32
North Dakota State,32,15,17,0.469,-1.86,-1.58,5,9,8,6,5,10,2382,2264,1285,799,1872,0.427,223,646,0.345,443,595,0.745,273,1061,337,189,85,325,517,68.8,102.5,0.318,0.345,0.525,49.1,42.2,8.6,8.5,0.486,13.1,23.9,0.237,NA,NA
North Dakota,32,12,20,0.375,-7.63,-0.19,6,12,7,6,2,13,2427,2612,1305,942,1923,0.49,251,671,0.374,477,652,0.732,314,1204,444,224,74,474,615,73.2,109.3,0.339,0.349,0.585,55.0,47.1,9.4,6.2,0.555,17.5,29.3,0.248,NA,NA
North Florida,33,14,19,0.424,-11.4,-1.74,7,7,10,2,4,17,2668,2873,1325,1120,2350,0.477,230,673,0.342,403,549,0.734,452,1340,581,278,112,353,544,75.6,114.8,0.234,0.286,0.55,53.6,51.9,11.1,10.1,0.526,11.9,34.8,0.171,NA,NA
North Texas,38,20,18,0.526,1.16,-0.4,8,10,14,6,6,11,2828,2703,1540,922,2165,0.426,263,803,0.328,596,833,0.715,328,1300,424,222,156,474,717,69.9,100.4,0.385,0.371,0.528,47.3,46.0,8.2,11.2,0.487,15.6,24.2,0.275,NA,NA
Northeastern,33,23,10,0.697,3.64,-1.61,14,4,12,2,9,5,2472,2270,1335,834,1861,0.448,158,529,0.299,444,599,0.741,280,1035,345,200,81,412,589,68.0,100.0,0.322,0.284,0.529,48.9,41.4,8.8,8.3,0.491,16.1,25.3,0.239,NA,NA
Northern Iowa,32,16,16,0.5,4.0,3.87,7,11,12,4,1,9,2056,1990,1285,723,1740,0.416,239,664,0.36,305,422,0.723,234,1055,346,195,109,356,564,64.3,96.4,0.243,0.382,0.513,48.8,47.9,9.4,10.6,0.484,15.5,21.7,0.175,NA,NA
Northern Kentucky,32,22,10,0.688,4.83,-4.07,15,3,12,2,8,6,2486,2112,1280,752,1840,0.409,205,662,0.31,403,576,0.7,304,1058,359,180,113,450,547,70.7,93.4,0.313,0.36,0.5,47.4,47.7,8.0,9.9,0.464,17.6,25.9,0.219,NA,NA
Northwestern,32,15,17,0.469,9.63,8.37,6,12,11,6,3,9,2203,2127,1290,729,1669,0.437,227,636,0.357,442,621,0.712,278,1043,440,187,107,403,547,65.3,101.0,0.372,0.381,0.542,49.6,60.4,8.9,9.8,0.505,17.0,27.3,0.265,NA,NA
Notre Dame,36,21,15,0.583,13.64,7.92,8,10,11,6,5,7,2698,2471,1455,923,2176,0.424,286,817,0.35,339,480,0.706,380,1243,507,182,135,397,570,66.5,102.1,0.221,0.375,0.514,48.4,54.9,7.5,10.4,0.49,14.2,28.8,0.156,NA,NA
Ohio State,34,25,9,0.735,17.67,9.02,15,3,16,2,6,2,2591,2297,1375,811,1944,0.417,272,775,0.351,403,574,0.702,302,1078,405,174,90,418,598,67.9,98.4,0.295,0.399,0.518,46.4,49.9,7.5,6.9,0.487,15.9,24.9,0.207,5.0,R32
Ohio,31,14,17,0.452,-2.52,-1.65,7,11,11,5,2,10,2334,2353,1280,839,1943,0.432,249,772,0.323,426,567,0.751,305,1200,389,189,109,415,551,72.6,101.3,0.292,0.397,0.532,51.6,46.4,8.1,8.8,0.496,15.8,26.0,0.219,NA,NA
Oklahoma State,36,21,15,0.583,12.45,9.12,8,10,15,6,3,7,2757,2637,1450,916,2094,0.437,264,720,0.367,541,745,0.726,400,1292,466,224,104,521,681,70.8,102.7,0.356,0.344,0.539,48.9,50.9,8.7,7.6,0.5,17.5,31.1,0.258,NA,NA
Oklahoma,32,18,14,0.563,13.81,10.56,8,10,13,2,2,9,2718,2614,1295,964,2178,0.443,293,810,0.362,393,559,0.703,383,1237,471,215,141,415,574,76.5,105.6,0.257,0.372,0.535,50.2,48.9,8.7,11.5,0.51,14.5,30.1,0.18,10.0,R64
Old Dominion,32,25,7,0.781,9.27,-1.27,15,3,12,2,10,3,2347,2010,1290,707,1735,0.407,241,713,0.338,355,525,0.676,294,1079,417,148,90,462,556,66.6,93.6,0.303,0.411,0.506,47.2,59.0,6.9,7.2,0.477,18.9,26.1,0.205,NA,NA
Oral Roberts,32,11,21,0.344,-6.66,1.05,5,9,8,5,3,14,2332,2484,1310,902,1940,0.465,261,731,0.357,419,586,0.715,337,1122,531,200,116,350,526,68.0,111.6,0.302,0.377,0.56,47.8,58.9,9.0,8.5,0.532,13.6,30.1,0.216,NA,NA
Oregon State,32,16,16,0.5,7.31,4.56,7,11,12,4,1,9,2339,2251,1300,765,1771,0.432,226,650,0.348,495,677,0.731,317,1030,382,199,110,408,630,67.4,102.7,0.382,0.367,0.538,47.9,49.9,9.1,9.2,0.496,16.3,28.7,0.28,NA,NA
Oregon,36,23,13,0.639,10.7,4.84,10,8,16,3,4,7,2817,2606,1460,881,2033,0.433,285,801,0.356,559,738,0.757,325,1153,449,191,108,482,663,69.6,102.6,0.363,0.394,0.547,47.7,51.0,7.5,8.7,0.503,16.8,26.7,0.275,NA,NA
Pennsylvania,33,24,9,0.727,2.24,-3.16,12,2,11,3,9,4,2506,2274,1355,816,1971,0.414,192,651,0.295,450,613,0.734,275,1192,323,174,97,406,609,70.2,95.6,0.311,0.33,0.503,49.0,39.6,7.3,8.7,0.463,15.2,22.3,0.228,16.0,R64
Pittsburgh,32,8,24,0.25,-1.87,8.48,0,18,7,11,0,10,1985,2316,1290,831,1894,0.439,235,704,0.334,419,592,0.708,390,1205,483,214,134,329,514,65.7,109.3,0.313,0.372,0.532,54.5,58.1,10.1,15.3,0.501,13.1,33.9,0.221,NA,NA
Prairie View,34,16,18,0.471,-10.13,-7.71,12,6,10,2,5,15,2559,2609,1370,879,1877,0.468,230,690,0.333,621,899,0.691,371,1251,437,211,116,563,697,72.6,104.9,0.479,0.368,0.566,51.4,49.7,8.5,9.0,0.53,19.6,32.3,0.331,NA,NA
Princeton,29,13,16,0.448,-2.44,-1.97,5,9,7,5,5,9,2106,2083,1200,738,1644,0.449,218,614,0.355,389,521,0.747,231,987,332,154,90,336,498,66.4,104.6,0.317,0.373,0.551,51.0,45.0,7.7,10.1,0.515,15.1,24.1,0.237,NA,NA
Providence,35,21,14,0.6,11.12,10.23,10,8,13,4,4,7,2575,2544,1425,913,2054,0.444,240,746,0.322,478,654,0.731,357,1268,444,227,128,469,675,69.5,102.8,0.318,0.363,0.538,50.4,48.6,9.2,9.4,0.503,16.6,28.9,0.233,10.0,R64
Purdue,37,30,7,0.811,23.41,8.74,15,3,16,1,8,2,2974,2431,1485,907,2197,0.413,251,755,0.332,366,531,0.689,376,1204,443,190,94,448,688,68.1,96.2,0.242,0.344,0.496,48.2,48.8,7.5,7.5,0.47,15.5,27.8,0.167,2.0,S16
Radford,36,23,13,0.639,-2.62,-4.09,12,6,12,2,7,10,2422,2336,1465,819,1897,0.432,261,745,0.35,437,582,0.751,317,1135,413,198,120,469,601,63.4,100.6,0.307,0.393,0.537,47.7,50.4,8.5,9.9,0.501,17.7,27.7,0.23,16.0,R64
Rhode Island,34,26,8,0.765,11.81,4.61,15,3,15,1,7,4,2583,2338,1370,811,1792,0.453,182,549,0.332,534,728,0.734,303,1170,397,187,105,536,591,69.2,98.6,0.406,0.306,0.547,50.0,49.0,7.9,7.4,0.503,20.0,28.0,0.298,7.0,R32
Robert Morris,33,16,17,0.485,-7.98,-6.1,9,9,4,6,9,11,2272,2334,1325,833,1858,0.448,210,640,0.328,458,672,0.682,357,1218,408,215,124,525,587,70.8,99.5,0.362,0.344,0.536,50.9,49.0,9.2,10.3,0.505,19.4,31.3,0.247,NA,NA
Rutgers,34,15,19,0.441,5.5,6.84,3,15,13,9,0,9,2216,2204,1375,785,1898,0.414,231,722,0.32,403,575,0.701,341,1221,427,191,147,473,627,66.9,95.9,0.303,0.38,0.508,48.1,54.4,8.3,9.5,0.474,17.9,28.2,0.212,NA,NA
Saint Joseph's,32,16,16,0.5,3.78,1.9,10,8,10,3,4,9,2371,2311,1290,831,1980,0.42,305,905,0.337,344,487,0.706,296,1236,486,152,116,374,583,71.2,100.6,0.246,0.457,0.523,50.7,58.5,6.6,9.7,0.497,14.5,24.5,0.174,NA,NA
Saint Louis,33,17,16,0.515,2.58,2.92,9,9,12,6,3,7,2170,2157,1325,749,1750,0.428,222,634,0.35,437,601,0.727,293,1052,422,187,110,398,635,64.7,100.6,0.343,0.362,0.53,47.0,56.3,8.7,9.5,0.491,16.4,26.8,0.25,NA,NA
Saint Mary's (CA),36,30,6,0.833,12.86,0.33,16,2,18,2,11,1,2772,2321,1455,883,1999,0.442,200,619,0.323,355,495,0.717,265,988,424,197,106,345,589,63.6,100.3,0.248,0.31,0.519,44.9,48.0,8.5,8.3,0.492,13.4,22.5,0.178,NA,NA
San Diego State,33,22,11,0.667,12.23,3.91,11,7,13,2,5,7,2545,2240,1320,795,1908,0.417,251,767,0.327,399,549,0.727,297,1077,440,201,109,443,636,70.4,96.5,0.288,0.402,0.516,46.3,55.3,8.7,8.7,0.482,17.0,25.1,0.209,11.0,R64
Seton Hall,34,22,12,0.647,15.67,10.11,10,8,14,3,5,6,2701,2512,1370,903,2057,0.439,262,776,0.338,444,613,0.724,347,1149,442,201,111,431,664,71.1,103.2,0.298,0.377,0.535,46.9,48.9,8.3,8.0,0.503,15.5,28.1,0.216,8.0,R32
South Carolina,33,17,16,0.515,9.45,9.23,7,11,10,5,4,8,2313,2277,1330,749,1765,0.424,222,667,0.333,557,769,0.724,304,1116,380,244,173,487,684,69.7,98.3,0.436,0.378,0.534,47.6,50.7,10.5,14.5,0.487,18.6,27.2,0.316,NA,NA
South Dakota State,35,28,7,0.8,6.84,-0.38,13,1,15,0,8,5,2958,2599,1415,955,2235,0.427,291,875,0.333,398,554,0.718,305,1243,410,172,91,371,670,72.3,101.6,0.248,0.391,0.52,47.8,42.9,6.7,7.5,0.492,12.9,22.5,0.178,12.0,R64
Southern California,36,24,12,0.667,12.81,6.29,12,6,13,5,6,5,2798,2563,1460,936,2124,0.441,294,835,0.352,397,564,0.704,358,1219,496,187,105,483,631,68.7,102.2,0.266,0.393,0.536,49.3,53.0,7.5,7.6,0.51,16.8,28.8,0.187,NA,NA
Southern Methodist,33,17,16,0.515,9.08,3.66,6,12,13,5,2,8,2293,2114,1320,744,1763,0.422,259,766,0.338,367,539,0.681,346,1096,475,159,111,461,550,64.4,99.4,0.306,0.434,0.524,49.7,63.8,7.5,10.1,0.495,18.6,31.7,0.208,NA,NA
Southern,33,15,18,0.455,-14.54,-9.57,10,8,11,3,4,14,2279,2369,1330,814,1927,0.422,236,701,0.337,505,716,0.705,352,1207,398,199,133,410,656,69.8,102.1,0.372,0.364,0.522,48.4,48.9,8.6,9.4,0.484,15.3,29.3,0.262,NA,NA
St. Bonaventure,34,26,8,0.765,8.87,2.61,14,4,13,1,9,4,2620,2407,1380,807,1917,0.421,266,829,0.321,527,737,0.715,353,1186,463,181,133,488,663,69.4,100.6,0.384,0.432,0.531,49.5,57.4,7.6,10.2,0.49,17.7,29.0,0.275,11.0,R64
St. John's (NY),33,16,17,0.485,10.29,10.69,4,14,9,7,2,7,2412,2397,1345,807,1922,0.42,304,824,0.369,479,653,0.734,378,1306,472,180,78,535,587,71.1,100.3,0.34,0.429,0.537,54.1,58.5,7.5,6.0,0.499,19.3,31.5,0.249,NA,NA
Stanford,35,19,16,0.543,8.08,7.14,11,7,14,5,4,7,2655,2622,1410,954,2202,0.433,279,794,0.351,435,644,0.675,359,1170,455,237,155,405,700,72.2,103.1,0.292,0.361,0.523,46.1,47.7,9.3,11.3,0.497,13.9,27.0,0.198,NA,NA
Stephen F. Austin,35,28,7,0.8,2.66,-6.47,14,4,16,1,9,5,2819,2386,1400,768,1796,0.428,246,689,0.357,604,878,0.688,325,1124,450,260,126,691,717,73.8,92.4,0.489,0.384,0.539,47.4,58.6,10.1,8.9,0.496,23.8,27.8,0.336,14.0,R64
Stony Brook,32,13,19,0.406,-5.08,-2.28,7,9,7,7,6,11,2205,2249,1290,761,1740,0.437,220,627,0.351,507,720,0.704,306,1143,371,220,130,478,593,69.6,100.2,0.414,0.36,0.54,49.8,48.8,9.8,11.7,0.501,18.7,28.0,0.291,NA,NA
Syracuse,37,23,14,0.622,12.89,10.02,8,10,14,5,4,6,2466,2360,1500,801,2046,0.391,289,910,0.318,469,642,0.731,400,1237,591,228,116,469,679,64.2,98.0,0.314,0.445,0.502,47.4,73.8,9.5,8.7,0.462,16.6,30.0,0.229,11.0,S16
Temple,33,17,16,0.515,7.25,7.79,8,10,8,5,4,10,2308,2326,1330,836,1907,0.438,229,706,0.324,425,600,0.708,376,1257,441,172,100,418,479,67.5,103.7,0.315,0.37,0.531,52.9,52.8,7.7,8.2,0.498,16.0,32.4,0.223,NA,NA
Tennessee,35,26,9,0.743,18.2,10.12,13,5,13,2,8,4,2584,2301,1410,784,1917,0.409,222,699,0.318,511,720,0.71,383,1194,383,194,112,484,674,67.1,97.3,0.376,0.365,0.509,48.6,48.9,8.2,8.7,0.467,17.6,30.9,0.267,3.0,R32
Texas A&M,35,22,13,0.629,15.3,10.62,9,9,13,3,4,7,2631,2467,1400,892,2186,0.408,268,821,0.326,415,603,0.688,378,1222,512,227,135,379,616,70.9,99.5,0.276,0.376,0.499,45.7,57.4,9.2,9.5,0.469,13.3,27.1,0.19,7.0,S16
TCU,33,21,12,0.636,16.38,9.68,9,9,15,3,3,7,2708,2487,1345,894,1958,0.457,262,697,0.376,437,598,0.731,291,1001,511,206,141,410,612,70.0,105.7,0.305,0.356,0.555,45.5,57.2,8.8,11.0,0.523,15.5,25.9,0.223,6.0,R64
Texas Southern,36,16,20,0.444,-7.53,-5.53,12,6,8,2,5,17,2787,2859,1450,1048,2320,0.452,280,764,0.366,483,724,0.667,442,1381,569,191,145,426,757,72.7,108.5,0.312,0.329,0.537,51.5,54.3,7.2,10.9,0.512,13.8,32.2,0.208,16.0,R64
Texas Tech,37,27,10,0.73,19.38,9.6,11,7,17,1,4,6,2759,2397,1490,806,2008,0.401,249,770,0.323,536,762,0.703,368,1199,377,222,138,554,766,68.3,94.2,0.379,0.383,0.506,47.4,46.8,8.7,9.9,0.463,18.9,28.5,0.267,3.0,E8
Texas,34,19,15,0.559,13.96,10.67,8,10,13,4,3,7,2450,2338,1410,861,2028,0.425,237,714,0.332,379,532,0.712,353,1216,420,181,100,425,606,66.9,99.2,0.262,0.352,0.513,50.0,48.8,7.7,8.0,0.483,15.7,29.2,0.187,10.0,R64
Troy,33,16,17,0.485,-1.5,-2.12,9,9,10,4,4,10,2475,2408,1330,865,1993,0.434,255,748,0.341,423,607,0.697,354,1202,406,209,84,386,575,69.9,103.7,0.305,0.375,0.528,50.2,46.9,9.0,7.9,0.498,14.5,28.8,0.212,NA,NA
Tulsa,31,19,12,0.613,4.96,2.38,12,6,13,2,4,7,2277,2197,1255,793,1888,0.42,282,821,0.343,329,478,0.688,350,1085,442,197,117,382,625,68.1,102.9,0.253,0.435,0.519,48.0,55.7,9.2,11.5,0.495,15.3,29.6,0.174,NA,NA
UCLA,33,21,12,0.636,12.07,6.86,11,7,14,2,3,7,2679,2507,1350,891,2105,0.423,287,829,0.346,438,625,0.701,347,1195,451,201,81,351,630,71.4,104.0,0.297,0.394,0.522,48.2,50.6,8.3,6.7,0.491,12.8,26.8,0.208,11.0,R68
Utah State,34,17,17,0.5,2.31,2.65,8,10,11,4,2,12,2489,2466,1365,868,1932,0.449,261,726,0.36,469,631,0.743,300,1143,452,218,97,411,609,68.8,105.0,0.327,0.376,0.552,50.3,52.1,9.3,9.4,0.517,15.6,26.3,0.243,NA,NA
Utah,35,23,12,0.657,11.39,6.39,11,7,15,3,6,6,2571,2396,1410,855,2043,0.419,264,786,0.336,422,589,0.716,360,1211,406,212,105,415,679,67.2,101.1,0.288,0.385,0.516,50.8,47.5,8.9,10.2,0.483,15.2,28.4,0.207,NA,NA
Valparaiso,32,15,17,0.469,0.63,0.93,6,12,8,4,3,12,2252,2182,1280,732,1739,0.421,192,611,0.314,526,741,0.71,309,1075,406,201,88,450,606,69.8,97.7,0.426,0.351,0.522,49.1,55.5,9.0,7.9,0.476,17.7,27.3,0.302,NA,NA
Vanderbilt,32,12,20,0.375,8.52,10.14,6,12,11,7,1,10,2316,2368,1290,841,1806,0.466,210,562,0.374,476,660,0.721,293,1065,393,155,133,316,572,66.5,110.4,0.365,0.311,0.559,49.6,46.7,7.2,13.9,0.524,13.0,27.6,0.264,NA,NA
Vermont,35,27,8,0.771,4.9,-3.16,15,1,12,2,12,5,2587,2277,1400,844,1928,0.438,248,726,0.342,341,478,0.713,255,1007,417,195,110,386,698,65.3,99.7,0.248,0.377,0.528,46.5,49.4,8.5,9.5,0.502,15.2,22.2,0.177,NA,NA
Villanova,40,36,4,0.9,26.64,10.24,14,4,12,1,9,3,3463,2807,1615,1028,2401,0.428,272,858,0.317,479,641,0.747,378,1306,532,193,105,512,698,70.1,99.2,0.267,0.357,0.519,47.6,51.8,6.8,8.2,0.485,15.9,26.5,0.2,1.0,Champions
Virginia Commonwealth,33,18,15,0.545,3.55,2.43,9,9,11,7,5,5,2507,2470,1335,897,1992,0.45,258,736,0.351,418,585,0.715,318,1155,470,230,87,425,552,71.4,103.7,0.294,0.369,0.544,49.0,52.4,9.7,7.0,0.515,15.8,27.0,0.21,NA,NA
Virginia Tech,33,21,12,0.636,14.35,6.71,10,8,14,4,6,5,2634,2382,1335,844,1965,0.43,292,842,0.347,402,577,0.697,346,1130,460,174,124,433,572,69.9,102.1,0.294,0.428,0.532,51.2,54.5,7.5,11.1,0.504,16.2,29.4,0.205,8.0,R64
Virginia,34,31,3,0.912,22.2,9.05,17,1,16,1,10,1,2283,1836,1365,647,1703,0.38,215,694,0.31,327,447,0.732,280,1048,308,130,87,432,510,60.6,88.8,0.262,0.408,0.479,48.8,47.6,6.3,7.3,0.443,18.4,25.5,0.192,1.0,R64
Wake Forest,31,11,20,0.355,7.76,8.79,4,14,7,9,3,8,2273,2305,1240,770,1751,0.44,265,702,0.377,500,683,0.732,296,1064,440,202,112,380,548,69.9,106.4,0.39,0.401,0.555,49.0,57.1,9.3,9.5,0.515,15.5,27.7,0.286,NA,NA
Washington,34,21,13,0.618,7.62,6.06,10,8,16,4,4,6,2535,2481,1375,887,1983,0.447,236,704,0.335,472,682,0.692,392,1200,533,207,113,513,656,70.7,102.1,0.344,0.355,0.538,51.9,60.1,8.5,8.7,0.507,18.2,33.3,0.238,NA,NA
Weber State,31,20,11,0.645,0.02,-2.87,13,5,12,3,7,4,2434,2195,1255,794,1851,0.429,199,601,0.331,408,587,0.695,298,1070,381,183,73,369,567,70.0,99.9,0.317,0.325,0.515,50.7,48.0,8.3,7.0,0.483,14.8,25.8,0.22,NA,NA
West Virginia,37,26,11,0.703,19.89,9.38,11,7,14,3,5,5,2964,2575,1485,835,1962,0.426,288,758,0.38,617,866,0.712,375,1268,462,204,148,612,695,70.5,98.4,0.441,0.386,0.542,47.5,55.3,7.8,10.1,0.499,20.5,29.9,0.314,5.0,S16
Western Michigan,32,17,15,0.531,-2.22,-1.99,9,9,10,6,6,7,2402,2349,1285,818,1803,0.454,290,780,0.372,423,585,0.723,287,1096,424,166,94,440,576,69.4,105.3,0.324,0.433,0.564,49.2,51.8,7.4,7.5,0.534,17.5,27.0,0.235,NA,NA
Wichita State,33,25,8,0.758,16.58,5.46,14,4,13,3,9,2,2731,2364,1330,809,1922,0.421,282,776,0.363,464,639,0.726,271,1005,356,200,111,379,658,70.0,101.5,0.332,0.404,0.531,42.9,44.0,8.6,9.1,0.494,14.6,22.5,0.241,4.0,R64
Winthrop,31,19,12,0.613,-1.63,-5.85,12,6,11,3,7,9,2464,2219,1240,772,1847,0.418,229,689,0.332,446,598,0.746,311,1070,347,229,88,425,592,72.4,98.8,0.324,0.373,0.521,48.7,44.9,10.2,8.7,0.48,16.6,27.0,0.241,NA,NA
Wisconsin,33,15,18,0.455,10.38,9.5,7,11,11,7,3,8,2206,2177,1325,798,1740,0.459,185,528,0.35,396,526,0.753,271,1023,378,175,122,386,611,63.4,103.6,0.302,0.303,0.547,50.3,47.4,8.3,10.8,0.512,16.2,27.6,0.228,NA,NA
Wofford,34,21,13,0.618,-0.97,-2.45,11,7,12,5,7,7,2578,2405,1360,833,1857,0.449,287,803,0.357,452,616,0.734,282,1088,474,210,81,438,535,67.8,104.4,0.332,0.432,0.559,49.7,56.9,9.1,7.8,0.526,16.9,25.4,0.243,NA,NA
